productID;ItemCode;Item;CatID;CatCode;Description;longdescription;PictureThumb;PictureLarge;StatusCode;WarrantyCode;taxable;Weight;Brand;datasheet;sortby;shippingc;picturefeature;showmp;sssort_it
184;VS8-150;VGA Splitter 1X8 150MHZ;63;72;VGA Splitter 1PCx8Monitor , 150MHZ;" *  <b>Description</b> : 1 PC to 8 monitors<br>
  *  <b>Input side</b> : HD-15Mxl<br>
  *  <b>Output side</b> : HD-15Fx8<br>      *  <b>Max.Resolution</b> : 1600x1280<br>  *  <b>Video Bandwidth</b> : 150MHz<br>  *  <b>Horizontal Frequency</b> : 30-100KHz<br>  *  <b>Vertical Frequency</b> : 43-120Hz<br>  *  <b>Transmission distance</b>:  <br>     ††††Computer to Device : 7.5 meters<br>
    ††††Monitor to Device : 75 meters<br>  *  <b>Monitor Wires spec.</b>: UL2919 1354(A+B)x3C 28AWG + 2464x6C 24AWG<br>  *  <b>Case design</b>: Desk top (Metal case)<br>  *  <b>Dimension</b> : 182.7mm x 130mm x 58.5mm<br>
     *  <b>Power</b>: DC 12V/800mA   ";pimages/vsx-150thum.JPG;pimages/vs8150big.jpg;S001;W001;No;0;Generic;;99;Yes;;YES;14
185;VS8-250;VGA Splitter 1X8 250MHZ;63;72;VGA Splitter 1PCx8Monitor , 250MHZ;" *  <b>Description</b> : 1 PC to 8 monitors<br>
  *  <b>Input side</b> : HD-15Mxl<br>
  *  <b>Output side</b> : HD-15Fx8<br>      *  <b>Max.Resolution</b> : 1600x1280<br>  *  <b>Video Bandwidth</b> : 250MHz<br>  *  <b>Horizontal Frequency</b> : 30-100KHz<br>  *  <b>Vertical Frequency</b> : 43-120Hz<br>  *  <b>Transmission distance</b>:  <br>     ††††Computer to Device : 7.5 meters<br>
    ††††Monitor to Device : 75 meters<br>  *  <b>Monitor Wires spec.</b>: UL2919 1354(A+B)x3C 28AWG + 2464x6C 24AWG<br>  *  <b>Case design</b>: Desk top (Metal case)<br>  *  <b>Dimension</b> : 182.7mm x 130mm x 53.5mm<br>
     *  <b>Power</b>: DC 12V/800mA   ";pimages/vsx-250thum.JPG;pimages/vs8250big.jpg;S008;W001;No;0;Generic;;99;Yes;;YES;24
186;VS16-150;VGA Splitter 1X16 150MHZ;63;72;VGA Splitter 1PCx16Monitor , 150MHZ;"  *  <b>Description</b> : 1 PC to 16 monitors<br> 

  *  <b>Input side</b>: HD-15Mxl<br> 

  *  <b>Output side</b>: HD-15Fxl6<br>

  *  <b>Max.Resolution</b> : 1600xl280<br> 

  *  <b>Video Bandwidth</b> : 150MHz<br> 

  *  <b>Horizontal Frequency</b> : 30-100KHz<br>

  *  <b>Vertical Frequency</b> : 43-120Hz<br>

  *  <b>Transmission distance</b>:<br>
†††††Computer to Device : 7.5 meters<br>
 †††††Monitor to Device : 75 meters<br>

  *  <b>Monitor Wires spec.</b>: UL2919 1354(A+B)x3C 28AWG + 2464x6C 24AWG<br>

  *  <b>Case design</b>: 19"" Rack-mount (Metal case)<br>

  *  <b>Dimension</b> : 436.5mm x 190mm x 43mm<br>

  *  <b>Power</b>: DC 13.5V/1.3A  ";pimages/v16150thum.jpg;pimages/vs16150big.jpg;S008;W001;No;0;Generic;;99;Yes;;YES;15
187;CVMF1.8M;Cable VGA 1.8M;63;77;Cable VGA 1.8MTR Male to Female;;pimages/cvmfxthum.JPG;pimages/cvmfxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;2
188;CVMF3M;Cable VGA 3M;63;77;Cable VGA    3MTR Male to Female;;pimages/cvmfxthum.JPG;pimages/cvmfxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;3
189;CVMF4.5M;Cable VGA 4.5M;63;77;Cable VGA 4.5MTR Male to Female;;pimages/cvmfxthum.JPG;pimages/cvmfxmbig.jpg;S008;W001;No;0;Generic;;99;Yes;;No;3
190;CVMF5M;Cable VGA 5M;63;77;Cable VGA    5MTR Male to Female;;pimages/cvmfxthum.JPG;pimages/cvmfxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;5
191;CVMF10M;Cable VGA 10M;63;77;Cable VGA  10MTR Male to Female;;pimages/cvmfxthum.JPG;pimages/cvmfxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;9
192;CVMF15M;Cable VGA 15M;63;77;Cable VGA  15MTR Male to Female;;pimages/cvmfxthum.JPG;pimages/cvmfxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;11
193;CVMF20M;Cable VGA 20M;63;77;Cable VGA  20MTR Male to Female;;pimages/cvmfxthum.JPG;pimages/cvmfxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;13
194;MPC341;KVM Switch 4X1 Manual;63;78;Manual Multi PC Controller PS2 4PCs/1User With 1.8Mtr Cables;"<html>

<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252"">
<meta name=""GENERATOR"" content=""Microsoft FrontPage 4.0"">
<meta name=""ProgId"" content=""FrontPage.Editor.Document"">
<title>New Page 1</title>
</head>

<body>

<h2><u><font face=""Verdana"">Features</font><i><font face=""Verdana"" size=""3""><o:p>
</o:p>
</font></i></u></h2>
<ul>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Pc
    board type.</font></li>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Automatic,
    mouse, monitor emulation & ìPnPî.<o:p>
    </o:p>
    </font></li>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Non-additional
    power required. <o:p>
    </o:p>
    </font></li>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Easy
    selection by ìPush Button.<span style=""mso-spacerun: yes"">† </span></font><span style=""font-family:Verdana""><o:p>
    </o:p>
    </span></li>
</ul>
<h2><span style=""font-family:Verdana"">†</span><u><font face=""Verdana"">Application</font></u></h2>
<ul>
  <li><font size=""3"" face=""Verdana"">Security & Monitoring Financial
    Institution</font></li>
  <li><font size=""3"" face=""Verdana"">Industrial control, POS control, Production
    control (test)</font></li>
  <li><font face=""Verdana"" size=""3""><span style=""mso-bidi-font-size: 10.0pt; mso-fareast-font-family: PMingLiU; mso-bidi-font-family: Times New Roman; mso-ansi-language: EN-US; mso-fareast-language: ZH-TW; mso-bidi-language: AR-SA"">Burn-in,
    Office & Sales Management<span style=""mso-spacerun: yes"">†</span></span></font></li>
</ul>
<p class=""MsoNormal"" style=""margin-left:1.0in;text-indent:-.25in;mso-list:l18 level1 lfo14;
tab-stops:list 1.0in"">†</p>

</body>

</html>
";pimages/MPC341_t.jpg;pimages/MPC341_b.jpg;S001;W003;No;0;BayLan;pimages/MPC341.pdf;99;Yes;;YES;2
195;MPC1-41UB;KVM Switch USB 4X1 Auto;63;80;Auto Multi PC Controller USB 4PCs/1User;"<h5>FUNCTION</H5>
  *  Support USB 1.1 Version<br>
  *  Easy installation, no software required and Panel Control.<br>
  *  LED Display for Monitoring.<br>
  *  Plug & Play.<br>
  *  Windows 98, Win Me, Win 2000, WinXP, Mac OS Compatible.<br>
<h5>SPECIFICATIONS</h5>
  *  <b>Console Side</b> : USB Hub x 4<br>
  *  <b>Resolution</b> : 1600 x 1280<br>
  *  <b>Bandwith</b> : 200MHZ<br>
  *  <b>Horizontal Frequency</b> : 30-100Khz<br>
  *  <b>Vertical Frequency </b> : 43-12Hz
";pimages/mpc1-41ubthum.JPG;pimages/mpc141ubbig.jpg;S008;W003;No;0;BayLan;;99;Yes;;YES;3
196;MPC321;KVM Switch 2X1 Manual;63;78;Manual Multi PC Controller PS2 2PCs/1User With 1.8Mtr Cables;"<html>

<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252"">
<meta name=""GENERATOR"" content=""Microsoft FrontPage 4.0"">
<meta name=""ProgId"" content=""FrontPage.Editor.Document"">
<title>New Page 1</title>
</head>

<body>

<h2><u><font face=""Verdana"">Features</font><i><font face=""Verdana"" size=""3""><o:p>
</o:p>
</font></i></u></h2>
<ul>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Pc
    board type.</font></li>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Automatic,
    mouse, monitor emulation & ìPnPî.<o:p>
    </o:p>
    </font></li>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Non-additional
    power required. <o:p>
    </o:p>
    </font></li>
  <li>
    <p style=""margin-top: 0""><font face=""Verdana"" size=""3""><span style=""font-style: normal; font-variant: normal; font-weight: normal"">†</span>Easy
    selection by ìPush Button.<span style=""mso-spacerun: yes"">† </span></font><span style=""font-family:Verdana""><o:p>
    </o:p>
    </span></li>
</ul>
<h2><span style=""font-family:Verdana"">†</span><u><font face=""Verdana"">Application</font></u></h2>
<ul>
  <li><font size=""3"" face=""Verdana"">Security & Monitoring Financial
    Institution</font></li>
  <li><font size=""3"" face=""Verdana"">Industrial control, POS control, Production
    control (test)</font></li>
  <li><font face=""Verdana"" size=""3""><span style=""mso-bidi-font-size: 10.0pt; mso-fareast-font-family: PMingLiU; mso-bidi-font-family: Times New Roman; mso-ansi-language: EN-US; mso-fareast-language: ZH-TW; mso-bidi-language: AR-SA"">Burn-in,
    Office & Sales Management<span style=""mso-spacerun: yes"">†</span></span></font></li>
</ul>
<p class=""MsoNormal"" style=""margin-left:1.0in;text-indent:-.25in;mso-list:l18 level1 lfo14;
tab-stops:list 1.0in"">†</p>

</body>

</html>
";pimages/MPC321_t.jpg;pimages/MPC321_b.jpg;S001;W003;No;0;BayLan;pimages/MPC321.pdf;99;Yes;;YES;1
197;MPC1-41PN;KVM Switch 4X1 Auto;63;80;Auto Multi PC Controller PS2 4PCs/1User With 1.8Mtr Cables;"<h5>FEATURES</h5> 
  *  Keyboard, Mouse, Monitor emulation & ""PnP"".<br>
  *  PC selection by Auto scan, Push button and Hot Key control.<br> 
  *  Save Space, Energy and the cost of Equipment.<br> 
  *  Reset Button: reset Mouse and Keyboard simulation without power down the PCs.<br>
 
<h5>APPLICATION</h5> 
  *  Security & Monitoring, Financial Institutions.<br> 
  *  Industrial control, POS control, Production control (test).<br> 
  *  Burn-in, Office & Sales Management.<br>
<h5>SPECIFICATION</H5>
  *  <b>Description</b> : 4 PCs (PS/2) to 1 user<br>
  *  <b>PC side</b> : HD-15Mx4, MD-6Fx8<br>
  *  <b>Console side</b> : HD-15Fxl, MD-6Fx2<br>
  *  <b>Max.Resolution</b> : l600xl200<br>
  *  <b>Video Bandwidth</b> : 200MHz<br>
  *  <b>Horizontal Frequency</b> : 30-100KHz<br>    *<b> Vertical Frequency</b>:43-120Hz<br>  * <b>Transmission distance</b> :<br>  †††††Computer to Device : 5 meters<br>  ††††††Console side to Device : 2 meters<br>  * <b>Case design</b> : Desk top (Metal case)<br>
  *  <b>Dimension</b> : 183mm x 110mm x 40mm<br> ";pimages/mpc1-41pnthum.JPG;pimages/mpc141pnbig.jpg;S008;W005;No;0;BayLan;;99;Yes;;YES;2
198;MPC1-61P(R);KVM Switch 6X1 Auto;63;80;Auto Multi PC Controller PS2 6PCs/1User, Desktop+RM With 1.8/ 3Mtr Cables;" <h5>FEATURES</h5> 
  *  Keyboard, Mouse, Monitor emulation & ""PnP"".<br>
  *  PC selection by Auto scan, Push button and Hot Key control.<br> 
  *  Save Space, Energy and the cost of Equipment.<br> 
  *  Reset Button: reset Mouse and Keyboard simulation without power down the PCs.<br>
 
<h5>APPLICATION</h5> 
  *  Security & Monitoring, Financial Institutions.<br> 
  *  Industrial control, POS control, Production control (test).<br> 
  *  Burn-in, Office & Sales Management.<br>
<H5>SPECIFICATIONS</H5>
 *  <b>Description</b> : 6 PCs (PS/2) to 1 user<br> 

  *  <b>PC side</b> : HD-15Mx6, MD-6Fxl2<br> 

  *  <b>Console side</b>: HD-15Fxl, MD-6Fx2<br>

  *  <b>Max.Resolution</b> : l600xl280<br>  

  *  <b>Video Bandwidth</b> : 200MHz<br> 

  *  <b>Horizontal Frequency</b> : 30-180KHz<br>
  *  <b>Vertical Frequency</b> : 43-250Hz<br> 

  *  <b>Transmission distance</b><br>

††††† PC side to Device : 5 meters<br>
 ††††† Console side to Device : 2 meters<br>

  *  <b>Case design</b> : Desk top (Metal case) with L bracket<br>

  *  <b>Dimension</b> : 262mm x 181mm x 42mm<br>  
  * <b>Power :</b>DC 9V/500mA";pimages/mpc1-61p(r)thum.JPG;pimages/mpc161prnbig.jpg;S008;W003;No;0;BayLan;;99;Yes;;YES;11
199;MPC1-81P(R);KVM Switch 8X1 Auto;63;80;Auto Multi PC Controller PS2 8PCs/1User, Desktop+RM Without Cables;" <h5>FEATURES</h5> 
  *  Keyboard, Mouse, Monitor emulation & ""PnP"".<br>
  *  PC selection by Auto scan, Push button and Hot Key control.<br> 
  *  Save Space, Energy and the cost of Equipment.<br> 
  *  Reset Button: reset Mouse and Keyboard simulation without power down the PCs.<br>
 
<h5>APPLICATION</h5> 
  *  Security & Monitoring, Financial Institutions.<br> 
  *  Industrial control, POS control, Production control (test).<br> 
  *  Burn-in, Office & Sales Management.<br>
<H5>SPECIFICATIONS</H5>
 *  <b>Description</b> : 8 PCs (PS/2) to 1 user<br>  
  *  <b>PC side</b> : HD-15Mx8, MD-6Fxl6<br> 
  *  <b>Console side</b>: HD-15Fxl, MD-6Fx2<br>   
  * <b>Max.Resolution</b> : l600xl280<br> 

  *  <b>Video Bandwidth</b> : 200MHz<br> 
  *  <b>Horizontal Frequency</b> : 30-180KHz<br>   
  *  <b>Vertical Frequency</b> : 43-250Hz<br>  

  *  <b>Transmission distance:</b><br>
†††††PC side to Device : 5 meters<br>   †††††Console side to Device : 2 meters<br>

  *  <b>Case design</b> : Desk top (Metal case) with L bracket<br>
  *  <b>Dimension</b> : 370.00mm x 247.50mm x 42.00mm<br>

  *  <b>Power</b> : DC 9V /500mA  ";pimages/mpc181prthum.jpg;pimages/mpc181prbig.jpg;S008;W003;No;0;BayLan;;99;Yes;;YES;5
200;MPC1-811PRD;KVM Switch 8X1 Auto DC;63;80;Auto Multi PC Controller PS2 8PCs/1User, Daisy Chain, RM Without Cables;" <h5>FEATURES</h5> 
  *  Keyboard, Mouse, Monitor emulation & ""PnP"".<br>
  *  PC selection by Auto scan, Push button and Hot Key control.<br> 
  *  Save Space, Energy and the cost of Equipment.<br> 
  *  Reset Button: reset Mouse and Keyboard simulation without power down the PCs.<br>
 
<h5>APPLICATION</h5> 
  *  Security & Monitoring, Financial Institutions.<br> 
  *  Industrial control, POS control, Production control (test).<br> 
  *  Burn-in, Office & Sales Management.<br>
<H5>SPECIFICATIONS</H5>
 *  <b>Description</b> : 8 PCs (PS/2) to 1 user<br>  

  *  <b>PC side</b> : HD-15Mx8, MD-6Fx16<br>

  *  <b>Console side</b> : HD-15Fxl, MD-6Fx2<br> 

  *  <b>Max.Resolution</b> : l600xl200<br> 

  *  <b>Video Bandwidth</b> : 200MHz<br> 

  *  <b>Horizontal Frequency</b> : 30-100KHz<br>

  *  <b>Vertical Frequency</b> : 43-120Hz<br> 

  *  <b>Transmission distance</b> :<br>
†††††Computer to Device : 5 meters<br>
 †††††Console side to Device : 2 meters<br>

  *  <b>Case design</b> : 19® Rack-mounted<br>

  *  <b>Dimension</b> : 436.5mm x 190mm x 43mm<br>

  *  <b>Power</b> : DC 12.5V/800mA ";pimages/mpc1-811prdthum.JPG;pimages/mpc1811prdnbig.jpg;S008;W003;No;0;BayLan;;99;Yes;;YES;7
201;CKPMF1.8M;Cable KVM Switch 1.8M;63;84;Cable KVM Switch 1.8MTR, M/F, PS2, VGA+KB+Mouse;;pimages/ckpmf1.8mthum.jpg;pimages/ckmfxmbig.jpg;S005;W001;No;0;Generic;;99;Yes;;YES;1
202;CKPMF3M;Cable KVM Switch 3M;63;84;Cable KVM Switch   3MTR, M/F , PS2, VGA+KB+Mouse;;pimages/ckpmf3mthum.jpg;pimages/ckpmf3mbig.jpg;S005;W001;No;0;Generic;;99;Yes;;YES;2
203;CKPMF4.5M;Cable KVM Switch 4.5M;63;84;Cable KVM Switch 4.5MTR, M/F, PS2, VGA+KB+Mouse;;pimages/ckpmf4.5mthum.jpg;pimages/ckpmf4.5mbig.jpg;S005;W001;No;0;Generic;;99;Yes;;YES;3
204;MRHDIF;HD Removable Rack IDE;65;66;Harddisk Removable Rack IDE, Internal, W/Fan;;pimages/hdidithum.JPG;pimages/hdideibig.jpg;S001;W001;Yes;0;Generic;;99;Yes;;yes;1
205;HDIDEI4F;HD Removable Rack IDE 4Fan;65;66;Harddisk Removable Rack IDE, Internal, W/4Fan;;pimages/hdidithum.JPG;;S008;W001;No;0;OEM;;99;Yes;;yes;2
206;MRHDS;HD Removable Rack SCSI;65;67;Harddisk Removable Rack SCSI , Internal;;pimages/hdscsiintthum.JPG;pimages/MRHDS_b.jpg;S001;W001;No;0;Generic;;99;Yes;;yes;1
207;MCDEPIPOHK;Mounting CD IDE EXT;67;97;Ext.Mounting CD IDE, Opt. KIT for HD;;pimages/hdideethum.jpg;pimages/hdideebig.jpg;S001;W001;No;0;Generic;;99;Yes;;yes;1
208;CDMES;Mounting CD/HD SCSI-I EXT;67;98;Ext. Mounting CD/HDD SCSI-I;;pimages/cdextxxxthum.jpg;;S008;W001;No;0;OEM;;99;Yes;;yes;1
209;CDMESII;Mounting CD/HD SCSI-II EXT;67;98;Ext. Mounting CD/HDD SCSI-II;;pimages/cdextxxxthum.jpg;;S008;W001;No;0;OEM;;99;Yes;;yes;2
210;CDMESIII;Mounting CD/HD SCSI-III EXT;67;98;Ext. Mounting CD/HDD SCSI-III;;pimages/cdextxxxthum.jpg;;S008;W001;No;0;OEM;;99;Yes;;yes;3
211;CDMESUII;Mounting CD/HD SCSI-UII EXT;67;98;Ext. Mounting CD/HDD SCSI Ultra-II;;pimages/cdextxxxthum.jpg;;S008;W001;No;0;OEM;;99;Yes;;yes;4
212;TPADMOUSE;Touch Pad Mouse with Signature;66;86;Touch Pad Mouse with Signature;;pimages/tpadmousethum.jpg;pimages/TPADMOUSEbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;0
213;RSBS04U;SOHO BABY RACK 14;60;48;"Soho Baby Rack WM, W/Shelf & 10Port  I/O Blank Plate 12X16X12""";;pimages/sbabythum.jpg;pimages/sbabybig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;1
214;RWSD04U;Rack 4/3U;60;48;"04U Rack 20Gauge Double Section WM with Tray 11X24X20""";;pimages/rddxuthum.JPG;pimages/rdd3ubig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;6
215;RWSD06U;Rack 6U;60;48;"06U   Rack 20Gauge Dobule Section WM with Tray 15X24X20""";;pimages/rddxuthum.JPG;pimages/rdd6ubig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;11
216;RWSD09U;Rack 9U;60;48;"09U   Rack 20Guage Double Section WM with Tray 20X24X20""";;pimages/rddxuthum.JPG;pimages/rdd9ubig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;21
217;RWSD12U;Rack 12U;60;48;"12U  Rack 20Gauge Double Section WM with Tray 25X24X20""";;pimages/rddxuthum.JPG;pimages/rdd12ubig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;26
219;RWSD18U;Rack 18U;60;48;"18U  Rack 20Gauge Double Section WM with Tray 35X24X20""";;pimages/rddxuthum.JPG;pimages/rdd18ubig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;36
220;BKTVFDE14;FP Outlet Cat-5E Sh;60;87;Face Plate I/O Cat-5e Shielded;"* Dual Type Terminal Block accept both Krone & 110 punch down Tool<br> 
* 110 Terminal Block accept 110(AT&T) punch down Tool only<br> 
* Accepts 22-26 AWG Solid wire<br> 
* Meet ANST/TIA/EIA-568-A, ISO/IEC 11801 & EN50173<br> 
* Support T568A/B wiring guidelines<br> 
* UL Listed 9G62<br> ";pimages/bktvfde14thum.jpg;pimages/BKTVFDE14big.jpg;S001;W001;No;0.03;BayLan;;99;Yes;;YES;2
221;BNR30D34U;10/100Mbps PCI Card W/BRS;59;23;"32-bit PCI 10/100 Card Realtek, RTL8139D Chipset,With Bios Socket, With ACPI+WOL Funcation
(Optional WOL Cable)";"* Complies with IEEE802.3u Standard<br>
* 32-bit BUS Master<br>
* Support full-duplex & flow control (IEEE802.3X)<BR>
* Support Auto-negotiation<br>
* 10/100Mbps Auto-sense speeds to the attached Hub<br>
*Single RJ-45 connector supports 10Base-T and 100Base-TX operation<br>
* PCI System complies to PCI Spec 2.0/2.1<br>
* Hardware interrupt:PCI interrupt A<br>
* 2 LEDsfor monitoring operation status<br>
* With ACPI+WOL Funcation (optional WOL Cable)<br>
* FCC CLASS A, CE<BR> ";pimages/BNR30D34U_t.jpg;pimages/BNR30D34_b.jpg;S001;W008;No;0.2;BayLan;;99;Yes;;yes;2
222;TU-8KVA;UPS 8000VA;61;37;UPS 8KVA Intelligent SINE-WAVE with Software 20-30Min Backup for 16PCs Only.;;pimages/tuseriesthum.JPG;;S008;W008;No;0;Cell;;99;Yes;;YES;5
224;MKR-401N-EM;KVM SWITCH 4X1 Manual Emulation;63;78;Manual Multi PC Controller AT  4PCs/1User With Emulation;"<h5>FEATURES</h5>
  *  PC board type.<br>
  *  Automatic Boot-up.<br> 
  *  Keyboard, mouse, monitor emulation & ""PnP"".<br>
  *  Non-additional power required.<br>
  *  Easy selection by ""Push Button"".<br>


<h5>APPLICATION</h5> 
  *  Security & Monitoring, Financial Institutions.<br> 
  *  Industrial control, POS control, Production control (test).<br>
  *  Burn-in, Office & Sales Management.<br> 
";pimages/MKR-401N-EM_t.jpg;pimages/MKR-401N-EM_b.jpg;S001;W001;No;0;Generic;;99;Yes;;YES;3
225;MPC1-41;KVM SWITCH 4X1 Auto Emulation;63;80;Auto Multi PC Controller PS2 4PCs/1User, With Emulation, Daisy Chain option;"<h5>FEATURES</h5> 
  *  Keyboard, Mouse, Monitor emulation & ""PnP"".<br>
  *  PC selection by Auto scan, Push button and Hot Key control.<br> 
  *  Save Space, Energy and the cost of Equipment.<br> 
  *  Reset Button: reset Mouse and Keyboard simulation without power down the PCs.<br>
 
<h5>APPLICATION</h5> 
  *  Security & Monitoring, Financial Institutions.<br> 
  *  Industrial control, POS control, Production control (test).<br> 
  *  Burn-in, Office & Sales Management.<br>
<H5>SPECIFICATIONS</H5>
  *  <b>Description</b> : 4 PCs (PS/2) to 1 user<br> 

  *  <b>PC side</b> : HD-15Fx4, DB-9Fx4,MD-6Fx8<br>

  *  <b>Console side</b> : HD-15Fxl, MD-6Fx2<br>  

  *  <b>Max.Resolution</b> : l600xl280<br> 

  *  <b>Video Bandwidth</b> : 200MHz<br> 

  *  <b>Horizontal Frequency</b> : 30-100KHz<br>

  *  <b>Vertical Frequency</b> : 43-120Hz<br> 

  *  <b>Transmission distance</b>:<br>

†††††PC side to Device : 10 meters<br> 

†††††Console side to Device : 5 meters<br>

  *  <b>Daisy chain</b> : HD-15Fxl,MD-6Fx2<br> 

  *  <b>Case design</b> : Desk top (Metal case)<br>

  *  <b>Dimension</b> : 254mm x 180mm x 74mm<br>
  *  <b>Power :</b>12.6V/800mA  ";pimages/mpc141thum.jpg;pimages/mpc1-41big.jpg;S001;W003;No;0;Generic;;99;Yes;;YES;24
226;106836950;Cable RJ45/UTP 1061C+;60;95;Cable UTP Cat-5 1061C+ Grey Color Made in USA;;pimages/bcuc5ethum.jpg;pimages/bcuc5ethum.jpg;S002;W001;No;0;Lucent;;99;Yes;;YES;2
227;MPS100E-262;FP Outlet Avaya;60;87;Face Plate I/O Cat-5e 108232745;;pimages/108232745THUM.jpg;pimages/108232745BIG.jpg;S001;W001;No;0;AVAYA;;99;Yes;;YES;4
228;288004-2;Face Plate 2Port AMP;60;40;Face Plate 2Port Built-in Shutter 86x86mm;;pimages/288004-2thum.jpg;pimages/288004-2big.jpg;S001;W001;No;0;AMP;;99;Yes;;No;6
229;FPLU2WH;Face Plate 2Port Avaya/Systimx;60;40;Face Plate 2Port Built-in Shutter 86x86mm;;pimages/BFLU2WH_th.jpg;pimages/BFLU2WH_b.jpg;S001;W001;No;0;Systimax;;99;Yes;;No;13
230;406372-1;Face Plate Outlet AMP;60;87;Face Plate I/O Cat-5e;;pimages/406372-1thum.jpg;pimages/406372-1big.jpg;S001;W001;No;0;AMP;;99;Yes;;YES;3
231;406330-1;Patch Panel 24Port AMP;60;45;24P Patch Panel Cat-5E Rackmount;;pimages/406330-1thum.jpg;pimages/406330-1big.jpg;S001;W001;No;0;AMP;;99;Yes;;YES;4
232;PM2150PSE-24;Patch Panel 24Port AVAYA;60;45;24P Patch Panel Cat-5E Rackmount 108320029;;pimages/108320029thum.jpg;pimages/108320029big.jpg;S001;W001;No;0;AVAYA;;99;Yes;;YES;5
234;108320045;Patch Panel 48Port Lucent;60;45;48P Patch Panel Cat-5E Rackmount PM2150PSE-48;;;;S008;W001;No;0;Lucent;;99;Yes;;YES;7
235;106371800;SC Coupling Panel;60;149;Coupling Panel SC 6Port for LIU;;;;S008;W001;No;0;Lucent;;99;Yes;;No;0
236;106812274;ST Connector Lucent;60;53;Connector ST Multimode P2020C-Z-125;;;;S008;W001;No;0;Lucent;;99;Yes;;No;0
237;104148028;ST Coupling Lucent;60;149;Coupling   ST Multimode C200A-2;;pimages/104148028_t.jpg;pimages/104148028_big.jpg;S001;W001;No;0;Lucent;;99;Yes;;No;1
238;107118903;SC Coupling Lucent;60;149;Coupling   SC Multimode (Duplex Coupling);;pimages/107118903_t.jpg;pimages/107118903_b.jpg;S001;W001;No;0;Lucent;;99;Yes;;No;11
239;CCD-84M;Hand-Held Scanner;69;129;Barcode Hand-Held Reader, 83mm Read Distance, KB/RS232 Interface;"<h5>FEATURES :</h5>

  *  <b>Compatibility</b><br>
††Supports a wide range of systems : PC XT/AT,PS/2, Macintosh,
POS,<br>
†† Mainframes and Terminals.<br>
  *  <b>Connectivity</b><br>
††Provides integrated RS-232 or keyboard interface for more
Connectivity <br>††options, reducing inventory levels.<br>
  *  <b>Durability</b><br>
††Portable for rough working environment and can with stand<br>
††Drop test of one meter onto concrete surface.<br>
  *  <b>Modularity</b><br>
††The connecting cables is detachable, giving the flexibility and<br>
††Convenience to maintain this product.<br>
  *  <b>Customized</b><br>
††The scanner can be modified according to customerís specification.<br>
  *  <b>Cost-effective</b><br>
  *  <b>Powerful features in specified models</b><br>
††††-Long field depth > 3î<br>
††††-High scan rate ≥ 100 scan/sec.
";pimages/ccd84thum.jpg;pimages/ccd84big.jpg;S008;W005;No;0;BayLan;;99;Yes;;yes;1
240;108544529;Drop Cable UTP 7FT LUCENT;60;52;7ft/UTP CAT-5 Stranded D8CM-7 Grey Color;;pimages/10854429thum.jpg;pimages/108544529big.jpg;S008;W001;No;0;Lucent;;99;Yes;;YES;11
241;108021213;Drop Cable UTP 10FT LUCENT;60;52;10Ft/UTP CAT-5 Stranded D8SA-BL10FT Blue Color;;;;S008;W001;No;0;Lucent;;99;Yes;;YES;14
242;108063637;Drop Cable UTP GS 9FT LUCENT;60;52;9Ft/UTP CAT-5 Stranded GigaSpeed D8GS-9 Grey Color;;;;S008;W001;No;0;Lucent;;99;Yes;;YES;20
243;108260076;Drop Cable UTP GS 9FT LUCENT;60;52;9Ft/UTP CAT-5 Stranded GigaSpeed D8GS-BL9 Blue Color;;;;S008;W001;No;0;Lucent;;99;Yes;;YES;21
